normalized_alias,raw_alias,project_entity_id,alias_kind,weight,search_only,conflict_flag
6a奥凯德,6A奥凯德,project:orkide-botanic-city,PROJECT_ROAD,90,True,False
orkidepochentong,Orkide Pochentong,project:orkide-pochentong,EXACT_PROJECT_NAME,100,False,False
orkidethepochentong,Orkide The Pochentong,project:orkide-pochentong,EXACT_PROJECT_NAME,100,False,False
奥凯德pochentong,奥凯德Pochentong,project:orkide-pochentong,STRONG_PROJECT_ALIAS,95,True,False
orkidepochentong,Orkide Pochentong,project:orkide-pochentong,STRONG_PROJECT_ALIAS,95,True,False
chipmongparkland598,Chip Mong Park Land 598,project:chip-mong-park-land-598,EXACT_PROJECT_NAME,100,False,False
parkland598,Park Land 598,project:chip-mong-park-land-598,EXACT_PROJECT_NAME,100,False,False
598路,598路,project:chip-mong-park-land-598,PROJECT_ROAD,90,True,False
森速,森速,project:chip-mong-park-land-598,STRONG_PROJECT_ALIAS,95,True,False
chipmongparkland598,Chip Mong Park Land 598,project:chip-mong-park-land-598,PROJECT_ROAD,90,True,False
parkland598,Park Land 598,project:chip-mong-park-land-598,PROJECT_ROAD,90,True,False
chipmongparkland50m,Chip Mong Park Land 50M,project:chip-mong-park-land-50m,EXACT_PROJECT_NAME,100,False,False
parkland50m,Park Land 50M,project:chip-mong-park-land-50m,EXACT_PROJECT_NAME,100,False,False
50米chipmong,50米Chip Mong,project:chip-mong-park-land-50m,PROJECT_ROAD,90,True,False
chamkardong,Chamkar Dong,project:chip-mong-park-land-50m,STRONG_PROJECT_ALIAS,95,True,False
chipmongparkland50m,Chip Mong Park Land 50M,project:chip-mong-park-land-50m,STRONG_PROJECT_ALIAS,95,True,False
parkland50m,Park Land 50M,project:chip-mong-park-land-50m,STRONG_PROJECT_ALIAS,95,True,False
chipmongparklandsensok,Chip Mong Park Land Sen Sok,project:chip-mong-park-land-sen-sok,EXACT_PROJECT_NAME,100,False,False
parklandsensok,Park Land Sen Sok,project:chip-mong-park-land-sen-sok,EXACT_PROJECT_NAME,100,False,False
森速chipmong,森速Chip Mong,project:chip-mong-park-land-sen-sok,STRONG_PROJECT_ALIAS,95,True,True
永旺2方向,永旺2方向,project:chip-mong-park-land-sen-sok,PROJECT_LANDMARK,85,True,False
chipmongparklandsensok,Chip Mong Park Land Sen Sok,project:chip-mong-park-land-sen-sok,STRONG_PROJECT_ALIAS,95,True,False
parklandsensok,Park Land Sen Sok,project:chip-mong-park-land-sen-sok,STRONG_PROJECT_ALIAS,95,True,False
chipmongparklandtk,Chip Mong Park Land TK,project:chip-mong-park-land-tk,EXACT_PROJECT_NAME,100,False,False
parklandtk,Park Land TK,project:chip-mong-park-land-tk,EXACT_PROJECT_NAME,100,False,False
tkchipmong,TK Chip Mong,project:chip-mong-park-land-tk,STRONG_PROJECT_ALIAS,95,True,False
chipmongparklandtk,Chip Mong Park Land TK,project:chip-mong-park-land-tk,STRONG_PROJECT_ALIAS,95,True,False
parklandtk,Park Land TK,project:chip-mong-park-land-tk,STRONG_PROJECT_ALIAS,95,True,False
chipmongparkland6a,Chip Mong Park Land 6A,project:chip-mong-park-land-6a,EXACT_PROJECT_NAME,100,False,False
parkland6a,Park Land 6A,project:chip-mong-park-land-6a,EXACT_PROJECT_NAME,100,False,False
6achipmong,6A Chip Mong,project:chip-mong-park-land-6a,PROJECT_ROAD,90,True,False
水净华方向,水净华方向,project:chip-mong-park-land-6a,STRONG_PROJECT_ALIAS,95,True,False
chipmongparkland6a,Chip Mong Park Land 6A,project:chip-mong-park-land-6a,PROJECT_ROAD,90,True,False
parkland6a,Park Land 6A,project:chip-mong-park-land-6a,PROJECT_ROAD,90,True,False
chipmonglandmark271,Chip Mong Landmark 271,project:chip-mong-landmark-271,EXACT_PROJECT_NAME,100,False,False
landmark271,Landmark 271,project:chip-mong-landmark-271,EXACT_PROJECT_NAME,100,False,False
271chipmong,271 Chip Mong,project:chip-mong-landmark-271,PROJECT_ROAD,90,True,False
chipmong271附近,Chip Mong 271附近,project:chip-mong-landmark-271,PROJECT_LANDMARK,85,True,False
chipmonglandmark271,Chip Mong Landmark 271,project:chip-mong-landmark-271,PROJECT_ROAD,90,True,False
landmark271,Landmark 271,project:chip-mong-landmark-271,PROJECT_ROAD,90,True,False
chipmonglandmark60m,Chip Mong Landmark 60M,project:chip-mong-landmark-60m,EXACT_PROJECT_NAME,100,False,False
landmark60m,Landmark 60M,project:chip-mong-landmark-60m,EXACT_PROJECT_NAME,100,False,False
60米chipmong,60米Chip Mong,project:chip-mong-landmark-60m,PROJECT_ROAD,90,True,False
永旺3方向,永旺3方向,project:chip-mong-landmark-60m,PROJECT_LANDMARK,85,True,False
chipmonglandmark60m,Chip Mong Landmark 60M,project:chip-mong-landmark-60m,STRONG_PROJECT_ALIAS,95,True,False
landmark60m,Landmark 60M,project:chip-mong-landmark-60m,STRONG_PROJECT_ALIAS,95,True,False
chipmonggrandphnompenhcity,Chip Mong Grand Phnom Penh City,project:chip-mong-grand-phnom-penh-city,EXACT_PROJECT_NAME,100,False,False
grandphnompenhcity,Grand Phnom Penh City,project:chip-mong-grand-phnom-penh-city,EXACT_PROJECT_NAME,100,False,False
grandphnompenh,Grand Phnom Penh,project:chip-mong-grand-phnom-penh-city,STRONG_PROJECT_ALIAS,95,True,False
森速chipmong,森速Chip Mong,project:chip-mong-grand-phnom-penh-city,STRONG_PROJECT_ALIAS,95,True,True
chipmonggrandphnompenhcity,Chip Mong Grand Phnom Penh City,project:chip-mong-grand-phnom-penh-city,STRONG_PROJECT_ALIAS,95,True,False
grandphnompenhcity,Grand Phnom Penh City,project:chip-mong-grand-phnom-penh-city,STRONG_PROJECT_ALIAS,95,True,False
chipmonglandrichechamkardong,Chip Mong Land Riche Chamkar Dong,project:chip-mong-landriche-chamkar-dong,EXACT_PROJECT_NAME,100,False,False
landrichechamkardong,Land Riche Chamkar Dong,project:chip-mong-landriche-chamkar-dong,EXACT_PROJECT_NAME,100,False,False
chamkardongchipmong,Chamkar Dong Chip Mong,project:chip-mong-landriche-chamkar-dong,STRONG_PROJECT_ALIAS,95,True,False
chipmonglandrichechamkardong,Chip Mong Land Riche Chamkar Dong,project:chip-mong-landriche-chamkar-dong,STRONG_PROJECT_ALIAS,95,True,False
landrichechamkardong,Land Riche Chamkar Dong,project:chip-mong-landriche-chamkar-dong,STRONG_PROJECT_ALIAS,95,True,False
chipmongparklandtk公寓,Chip Mong Park Land TK 公寓,project:chip-mong-park-land-tk-condo,EXACT_PROJECT_NAME,100,False,False
parklandtkcondo,Park Land TK Condo,project:chip-mong-park-land-tk-condo,EXACT_PROJECT_NAME,100,False,False
tkcondo,TK Condo,project:chip-mong-park-land-tk-condo,STRONG_PROJECT_ALIAS,95,True,False
森速chipmong公寓,森速Chip Mong公寓,project:chip-mong-park-land-tk-condo,STRONG_PROJECT_ALIAS,95,True,False
chipmongparklandtk公寓,Chip Mong Park Land TK 公寓,project:chip-mong-park-land-tk-condo,STRONG_PROJECT_ALIAS,95,True,False
parklandtkcondo,Park Land TK Condo,project:chip-mong-park-land-tk-condo,STRONG_PROJECT_ALIAS,95,True,False
新世界koursrov1&2,新世界 Kour Srov 1&2,project:new-world-kour-srov-1-2,EXACT_PROJECT_NAME,100,False,False
boreynewworldkoursrov1&2,Borey New World Kour Srov 1&2,project:new-world-kour-srov-1-2,EXACT_PROJECT_NAME,100,False,False
新世界koursrov,新世界Kour Srov,project:new-world-kour-srov-1-2,STRONG_PROJECT_ALIAS,95,True,False
newworldkoursrov1&2,New World Kour Srov 1&2,project:new-world-kour-srov-1-2,STRONG_PROJECT_ALIAS,95,True,False
新世界koursrov3,新世界 Kour Srov 3,project:new-world-kour-srov-3,EXACT_PROJECT_NAME,100,False,False
boreynewworldkoursrov3,Borey New World Kour Srov 3,project:new-world-kour-srov-3,EXACT_PROJECT_NAME,100,False,False
新世界3,新世界3,project:new-world-kour-srov-3,STRONG_PROJECT_ALIAS,95,True,False
newworldkoursrov3,New World Kour Srov 3,project:new-world-kour-srov-3,STRONG_PROJECT_ALIAS,95,True,False
koursrov新世界,Kour Srov新世界,project:new-world-kour-srov-3,STRONG_PROJECT_ALIAS,95,True,True
新世界生活皮普特梅sensok社区,新世界生活/皮普特梅 Sen Sok社区,project:piphup-thmey-sen-sok,EXACT_PROJECT_NAME,100,False,False
boreypiphupthmeysensok,Borey Piphup Thmey Sen Sok,project:piphup-thmey-sen-sok,EXACT_PROJECT_NAME,100,False,False
piphupthmeysensok,Piphup Thmey Sen Sok,project:piphup-thmey-sen-sok,STRONG_PROJECT_ALIAS,95,True,False
森速piphupthmey,森速Piphup Thmey,project:piphup-thmey-sen-sok,STRONG_PROJECT_ALIAS,95,True,False
永旺2piphupthmey,永旺2 Piphup Thmey,project:piphup-thmey-sen-sok,PROJECT_LANDMARK,85,True,False
partial,PARTIAL,project:piphup-thmey-sen-sok,STRONG_PROJECT_ALIAS,95,True,False
piphupthmeychamkardong,Piphup Thmey Chamkar Dong,project:piphup-thmey-chamkar-dong,EXACT_PROJECT_NAME,100,False,False
boreypiphupthmeychamkardong,Borey Piphup Thmey Chamkar Dong,project:piphup-thmey-chamkar-dong,EXACT_PROJECT_NAME,100,False,False
chamkardongpiphupthmey,Chamkar Dong Piphup Thmey,project:piphup-thmey-chamkar-dong,STRONG_PROJECT_ALIAS,95,True,False
piphupthmeychamkardong,Piphup Thmey Chamkar Dong,project:piphup-thmey-chamkar-dong,STRONG_PROJECT_ALIAS,95,True,False
piphupthmey4号路社区,Piphup Thmey 4号路社区,project:piphup-thmey-nr4,EXACT_PROJECT_NAME,100,False,False
boreypiphupthmeynationalroad4,Borey Piphup Thmey National Road 4,project:piphup-thmey-nr4,EXACT_PROJECT_NAME,100,False,False
4号路piphupthmey,4号路Piphup Thmey,project:piphup-thmey-nr4,PROJECT_ROAD,90,True,False
piphupthmeynr4,Piphup Thmey NR4,project:piphup-thmey-nr4,STRONG_PROJECT_ALIAS,95,True,False
chankiripalmcreek,Chankiri Palm Creek,project:chankiri-palm-creek,EXACT_PROJECT_NAME,100,False,False
chankiri,Chankiri,project:chankiri-palm-creek,STRONG_PROJECT_ALIAS,95,True,True
palmcreek,Palm Creek,project:chankiri-palm-creek,STRONG_PROJECT_ALIAS,95,True,True
永旺3chankiri,永旺3 Chankiri,project:chankiri-palm-creek,PROJECT_LANDMARK,85,True,False
chankiripalmcreek,Chankiri Palm Creek,project:chankiri-palm-creek,STRONG_PROJECT_ALIAS,95,True,False
2号路chankiri,2号路Chankiri,project:chankiri-palm-creek,PROJECT_ROAD,90,True,False
thepalms棕榈社区,The Palms 棕榈社区,project:the-palms,EXACT_PROJECT_NAME,100,False,False
thepalms,The Palms,project:the-palms,EXACT_PROJECT_NAME,100,False,False
thepalms,The Palms,project:the-palms,STRONG_PROJECT_ALIAS,95,True,False
棕榈社区,棕榈社区,project:the-palms,STRONG_PROJECT_ALIAS,95,True,False
一号路thepalms,一号路The Palms,project:the-palms,PROJECT_ROAD,90,True,False
norea附近thepalms,Norea附近The Palms,project:the-palms,PROJECT_LANDMARK,85,True,False
verified,VERIFIED,project:the-palms,STRONG_PROJECT_ALIAS,95,True,False
炳发,炳发,family:peng-huoth,AMBIGUOUS_FAMILY,20,True,False
penghuoth,Peng Huoth,family:peng-huoth,FAMILY_GEO,70,True,False
一号路炳发,一号路炳发,family:peng-huoth,FAMILY_GEO,70,True,True
铁桥头炳发,铁桥头炳发,family:peng-huoth,FAMILY_GEO,70,True,True
60米炳发,60米炳发,family:peng-huoth,FAMILY_GEO,70,True,True
50米炳发,50米炳发,family:peng-huoth,FAMILY_GEO,70,True,True
永旺3炳发,永旺3炳发,family:peng-huoth,FAMILY_GEO,70,True,True
norea附近炳发,Norea附近炳发,family:peng-huoth,FAMILY_GEO,70,True,True
时代,时代,family:time-square,AMBIGUOUS_FAMILY,20,True,False
时代广场,时代广场,family:time-square,AMBIGUOUS_FAMILY,20,True,False
timesquare,Time Square,family:time-square,FAMILY_GEO,70,True,False
urbanvillage,Urban Village,family:urban-village,FAMILY_GEO,70,True,False
首都国金,首都国金,family:urban-village,FAMILY_GEO,70,True,False
morgan,Morgan,family:morgan,AMBIGUOUS_FAMILY,20,True,False
摩根,摩根,family:morgan,AMBIGUOUS_FAMILY,20,True,True
太子,太子,family:prince,AMBIGUOUS_FAMILY,20,True,False
prince,Prince,family:prince,AMBIGUOUS_FAMILY,20,True,False
jtower,J Tower,family:j-tower,FAMILY_GEO,70,True,False
j塔,J塔,family:j-tower,FAMILY_GEO,70,True,False
orkide,Orkide,family:orkide,FAMILY_GEO,70,True,False
orkidevilla,Orkide Villa,family:orkide,FAMILY_GEO,70,True,False
奥凯德,奥凯德,family:orkide,FAMILY_GEO,70,True,False
2004奥凯德,2004奥凯德,family:orkide,FAMILY_GEO,70,True,True
chipmong,Chip Mong,family:chip-mong,AMBIGUOUS_FAMILY,20,True,False
集茂,集茂,family:chip-mong,AMBIGUOUS_FAMILY,20,True,False
chipmongland,Chip Mong Land,family:chip-mong,FAMILY_GEO,70,True,False
newworld,New World,family:new-world,AMBIGUOUS_FAMILY,20,True,False
新世界,新世界,family:new-world,AMBIGUOUS_FAMILY,20,True,False
koursrov新世界,Kour Srov新世界,family:new-world,FAMILY_GEO,70,True,True
piphupthmey,Piphup Thmey,family:piphup-thmey,FAMILY_GEO,70,True,False
ពិភពថ្មី,ពិភពថ្មី,family:piphup-thmey,FAMILY_GEO,70,True,False
worldbridge,Worldbridge,family:oxley-worldbridge,FAMILY_GEO,70,True,False
oxleyworldbridge,Oxley Worldbridge,family:oxley-worldbridge,FAMILY_GEO,70,True,False
royalone,Royal One,family:royal-one,FAMILY_GEO,70,True,True
皇家一号,皇家一号,family:royal-one,FAMILY_GEO,70,True,True
chankiri,Chankiri,family:chankiri,FAMILY_GEO,70,True,True
palmcreek,Palm Creek,family:chankiri,FAMILY_GEO,70,True,True
